pos	ac	het	n
2238	1	1	200
2284	13	9	200
2304	18	18	200
2361	1	1	200
2646	200	0	200
2755	11	11	200
3033	97	43	200
3180	1	1	200
3184	1	1	200
3287	15	15	200
3486	82	42	200
3602	15	15	200
3611	185	15	200
3626	15	15	200
3667	88	38	200
3704	15	15	200
3770	115	41	200
3882	3	3	200
3993	2	2	200
4054	200	0	200
4496	103	43	200
4649	98	42	200
4779	97	43	200
4880	98	42	200
4919	2	2	200
4936	2	2	200
5124	2	2	200
5125	14	10	200
5451	3	1	200
5452	118	42	200
5482	81	41	200
5526	82	42	200
5676	120	40	200
5685	117	41	200
5692	18	18	200
5725	2	2	200
5855	97	43	200
5969	182	18	200
6040	97	43	200
6054	86	40	200
6143	4	4	200
6274	200	0	200
6391	200	0	200
6464	23	21	200
6547	18	18	200
6553	96	42	200
6666	85	41	200
6782	96	42	200
6981	102	42	200
7022	4	4	200
7023	19	17	200
124	4	4	188
402	4	4	188
440	3	3	188
134	3	3	200
305	16	16	200
711	200	0	200
721	200	0	200
733	1	1	200
799	200	0	200
885	200	0	200
932	3	3	200
1074	197	3	200
134	53	53	148
147	5	5	182
379	2	2	190
464	5	5	162
492	1	1	194
507	5	5	180
543	9	9	172
575	1	1	186
590	76	76	160
732	2	2	180
772	1	1	190
776	44	44	156
907	100	98	200
950	100	96	200
961	100	100	200
1103	1	1	192
1108	2	2	200
72	14	10	200
74	200	0	200
192	16	16	200
660	200	0	200
664	69	45	200
674	200	0	200
741	3	3	200
937	40	28	200
991	194	6	200
11	2	2	198
15	46	46	142
24	4	4	164
169	3	3	186
228	102	98	200
658	3	3	180
662	48	48	144
17	10	10	200
226	61	43	200
629	115	49	200
692	1	1	200
785	63	43	200
799	12	10	200
824	200	0	200
54	98	98	200
71	61	57	148
136	35	35	156
172	36	36	140
286	1	1	180
408	3	3	194
449	15	15	158
517	64	62	156
541	7	7	182
8	2	2	200
21	2	2	200
64	25	17	200
186	3	3	200
343	128	42	200
713	54	38	200
816	130	42	200
833	72	42	200
836	70	42	200
880	128	42	200
917	25	17	200
958	48	34	200
966	25	17	200
1363	200	0	200
1455	15	15	200
1493	128	40	200
1579	196	4	200
1607	127	41	200
1667	196	4	200
1972	5	5	200
1998	185	15	200
2033	15	15	200
2047	15	15	200
2090	200	0	200
2166	1	1	200
2214	129	43	200
2418	40	30	200
2527	31	27	200
2807	4	4	200
2810	4	4	200
3062	7	7	200
3235	169	27	200
3270	10	6	200
3485	33	25	200
3505	129	43	200
3531	129	43	200
3583	10	6	200
3651	25	17	200
3686	5	3	200
3701	200	0	200
3726	2	2	200
3994	200	0	200
4100	32	26	200
4258	1	1	200
4287	200	0	200
4304	40	30	200
4791	19	17	200
4866	31	27	200
4886	2	2	200
5236	1	1	200
5237	200	0	200
5268	200	0	200
5676	2	2	200
5760	26	16	200
5851	130	42	200
6021	30	26	200
6067	25	17	200
6116	31	27	200
6212	15	15	200
6217	20	18	200
6364	2	2	200
153	156	36	200
175	43	37	200
188	3	3	200
369	0	0	200
575	7	5	200
593	31	29	200
612	3	3	200
665	1	1	200
741	25	21	200
758	25	21	200
791	200	0	200
826	200	0	200
945	15	15	200
960	199	1	200
1063	1	1	200
1085	1	1	200
1118	199	1	200
1137	1	1	200
1233	199	1	200
1303	142	38	200
1751	197	3	200
1833	200	0	200
1838	3	3	200
2155	200	0	200
2432	200	0	200
2459	199	1	200
2496	199	1	200
2580	200	0	200
2586	200	0	200
2595	155	35	200
2598	43	37	200
2603	200	0	200
2840	157	37	200
2845	13	13	200
2905	1	1	200
2919	9	9	200
2941	141	35	200
3151	3	3	200
3370	7	7	200
3415	15	15	200
3424	59	35	200
3446	3	3	200
3467	58	38	200
3553	43	37	200
3749	43	37	200
3820	200	0	200
3877	15	15	200
3892	142	38	200
3971	3	3	200
4005	145	35	200
4036	9	9	200
4245	11	11	200
4281	9	9	200
4286	184	16	200
4311	184	16	200
4408	11	11	200
4441	1	1	200
4450	142	38	200
4518	16	16	200
4624	194	4	200
4771	24	22	200
4791	3	3	200
4916	16	16	200
5067	1	1	200
5222	43	37	200
5236	44	36	200
5336	174	24	200
5344	27	25	200
5407	156	36	200
5463	2	2	200
5516	197	3	200
5532	197	3	200
5544	197	3	200
5738	9	9	200
5834	4	4	200
5847	27	25	200
5859	6	6	200
5944	24	20	200
6049	196	4	200
6098	4	4	200
6114	197	3	200
6115	4	4	200
6146	1	1	200
6212	1	1	200
6247	11	11	200
6286	7	5	200
6339	14	14	200
6395	27	25	200
6407	1	1	200
6625	1	1	200
6735	16	16	200
6807	173	25	200
6813	27	25	200
6865	7	5	200
6882	142	38	200
7025	158	36	200
7113	26	24	200
7119	1	1	200
7135	197	3	200
7480	16	16	200
7498	157	37	200
7541	26	24	200
7745	197	3	200
7832	43	37	200
7894	30	28	200
7908	1	1	200
7964	184	16	200
8065	14	14	200
8792	27	25	200
8943	17	15	200
9025	6	4	200
9041	141	37	200
9152	196	4	200
9159	5	5	200
9172	195	5	200
9192	4	4	200
9308	118	52	200
9336	1	1	200
9404	16	14	200
9569	16	16	200
9592	1	1	200
9872	143	37	200
10117	143	37	200
10172	200	0	200
10297	200	0	200
10415	9	9	200
10523	198	2	200
10546	198	2	200
10561	198	2	200
10596	27	25	200
10617	2	2	200
10659	2	2	200
10723	198	2	200
10737	2	2	200
10762	155	39	200
10772	10	8	200
10795	198	2	200
10833	2	2	200
10841	2	2	200
10867	4	4	200
10887	44	34	200
11125	5	5	200
11223	12	10	200
11354	143	37	200
11373	142	38	200
11466	41	35	200
11490	45	35	200
11501	3	3	200
11858	157	37	200
12018	142	38	200
12120	14	14	200
12290	43	37	200
12315	1	1	200
12486	4	4	200
12579	43	37	200
12659	16	16	200
13084	157	37	200
57	3	3	194
125	86	86	186
152	12	12	136
72	6	4	200
335	4	4	200
598	72	38	200
611	194	4	200
624	2	2	200
708	6	4	200
721	31	29	200
972	6	4	200
993	32	26	200
1108	4	2	200
1209	6	4	200
1273	2	2	200
1783	26	24	200
1878	1	1	200
1932	11	9	200
2170	194	4	200
2202	194	4	200
2371	10	10	200
2373	32	30	200
2380	31	29	200
2413	7	7	200
2456	7	7	200
2457	11	11	200
2484	2	2	200
2487	6	4	200
2563	10	10	200
2591	1	1	200
2634	18	18	200
2658	1	1	200
2677	1	1	200
3257	33	31	200
3381	6	4	200
3442	200	0	200
3493	1	1	200
3560	10	8	200
3852	3	3	200
4005	19	13	200
4085	2	2	200
4089	105	41	200
4114	108	42	200
4116	105	43	200
4387	5	5	200
4570	6	6	200
4891	3	3	200
4898	43	35	200
5172	3	3	200
5188	4	4	200
5197	3	3	200
5421	40	30	200
5712	194	4	200
5810	11	9	200
5915	12	12	200
6045	7	7	200
6065	193	7	200
6167	7	7	200
6207	12	12	200
6534	4	4	200
6833	11	9	200
6938	12	8	200
6964	10	10	200
6978	190	10	200
7022	200	0	200
7217	200	0	200
7336	76	46	200
7360	200	0	200
7417	2	2	200
7463	184	12	200
7483	6	4	200
7676	6	4	200
7685	200	0	200
7788	3	3	200
7845	3	3	200
7873	197	3	200
7935	1	1	200
7940	194	6	200
7983	6	6	200
7995	194	6	200
8031	6	4	200
8044	188	10	200
8049	7	5	200
8234	6	4	200
8302	32	30	200
8392	11	9	200
8532	6	4	200
8744	200	0	200
8865	19	17	200
9039	107	43	200
9471	55	39	200
9481	5	5	200
9586	1	1	200
9602	31	29	200
9819	18	18	200
10006	1	1	200
10171	12	12	200
10194	1	1	200
10211	6	4	200
10234	4	4	200
10248	4	4	200
10373	199	1	200
10595	200	0	200
10768	167	31	200
11119	1	1	200
11556	3	3	200
11617	1	1	200
11675	1	1	200
11685	1	1	200
12000	6	4	200
12059	4	4	200
12072	5	3	200
12118	1	1	200
12154	3	3	200
12404	16	12	200
12475	6	6	200
12545	72	38	200
12927	10	10	200
12940	10	10	200
13017	5	5	200
13081	4	2	200
13283	29	23	200
13586	54	40	200
13607	16	12	200
13618	194	4	200
13933	200	0	200
14002	1	1	200
14015	1	1	200
14143	11	9	200
14262	55	39	200
14263	1	1	200
14289	53	39	200
14437	43	35	200
14563	3	3	200
14640	198	2	200
14671	2	2	200
14713	1	1	200
14806	1	1	200
15134	11	11	200
15151	188	12	200
15187	188	12	200
15352	2	2	200
15445	53	39	200
15518	200	0	200
15591	200	0	200
15937	1	1	200
16081	11	9	200
16094	6	4	200
16117	194	4	200
16212	6	4	200
16226	6	4	200
16359	3	3	200
16438	75	45	200
16453	10	8	200
16613	200	0	200
16629	200	0	200
16656	23	15	200
16673	12	12	200
16711	188	12	200
16741	11	11	200
16772	188	12	200
16897	10	10	200
16908	22	16	200
37	44	44	132
56	1	1	198
71	16	16	130
134	18	18	134
317	37	37	142
343	24	24	130
406	20	20	134
507	91	91	198
561	38	38	138
579	34	32	130
771	22	22	154
43	1	1	200
106	1	1	200
472	1	1	200
496	2	2	200
559	47	43	200
562	113	49	200
589	4	4	200
33	52	52	148
56	6	6	176
134	9	9	172
342	5	5	178
361	84	80	174
408	52	52	166
460	100	98	200
469	2	2	198
552	4	4	194
562	100	96	200
613	100	100	200
637	1	1	200
673	1	1	198
800	20	18	148
855	1	1	190
1170	4	4	188
1214	21	19	144
1437	2	2	190
1451	7	7	156
1501	95	93	192
1513	2	2	184
1536	94	92	190
1545	92	90	186
1586	1	1	200
1625	10	10	162
1733	8	8	158
1923	4	4	184
2086	1	1	188
2155	2	2	182
2227	23	21	164
2360	4	4	180
46	1	1	200
190	2	2	200
191	198	2	200
222	198	2	200
223	198	2	200
262	2	2	200
600	1	1	200
855	198	2	200
873	2	2	200
942	8	8	200
1076	2	2	200
1131	188	12	200
1837	46	32	200
1945	3	3	200
1962	3	3	200
1971	2	2	200
1983	197	3	200
1999	15	13	200
2128	2	2	200
2179	47	31	200
2192	1	1	200
2211	1	1	200
2224	47	31	200
2291	188	12	200
2460	200	0	200
2463	154	32	200
2782	2	2	200
2910	200	0	200
3070	153	31	200
3084	2	2	200
3112	153	31	200
3236	154	32	200
3346	1	1	200
3392	27	21	200
3448	10	10	200
3477	11	11	200
3601	10	10	200
3671	2	2	200
3774	4	2	200
3783	149	31	200
3796	5	5	200
3891	154	32	200
4003	1	1	200
4016	3	3	200
4387	47	29	200
4469	10	10	200
4627	200	0	200
4716	3	3	200
4761	19	17	200
4800	1	1	200
4818	200	0	200
5186	196	4	200
5547	6	6	200
5550	6	6	200
5557	1	1	200
5633	46	32	200
5780	200	0	200
5784	200	0	200
6522	2	2	200
6809	2	2	200
6911	4	4	200
7154	4	4	200
7231	154	32	200
7263	3	3	200
7305	19	17	200
7389	1	1	200
7410	10	10	200
7445	199	1	200
7455	199	1	200
7461	199	1	200
7515	1	1	200
7877	12	10	200
8069	18	16	200
8227	200	0	200
8695	6	4	200
8742	1	1	200
8909	4	2	200
9047	200	0	200
9379	46	32	200
9423	154	32	200
9478	3	3	200
9676	4	4	200
9893	4	4	200
9909	3	3	200
10040	66	42	200
10072	135	41	200
37	18	18	142
60	4	4	196
193	8	8	154
195	1	1	194
280	8	8	174
67	4	4	200
106	196	4	200
136	4	4	200
137	196	4	200
158	9	9	200
164	3	3	200
456	1	1	200
763	9	9	200
921	9	9	200
1165	65	45	200
1248	67	45	200
1568	2	2	200
1662	40	28	200
2287	5	5	200
2314	1	1	200
2481	4	4	200
2566	18	16	200
2955	65	45	200
2993	65	45	200
3038	12	10	200
3182	9	9	200
3484	8	8	200
3808	1	1	200
3852	8	8	200
4009	2	2	200
4058	198	2	200
4083	2	2	200
4092	37	31	200
4152	198	2	200
4186	3	1	200
4192	1	1	200
4439	200	0	200
4676	200	0	200
4768	1	1	200
4777	2	2	200
4807	1	1	200
4978	14	10	200
5131	38	28	200
5191	4	4	200
5255	135	43	200
5279	2	2	200
5541	66	46	200
5685	182	16	200
5718	1	1	200
6007	66	46	200
6391	9	9	200
6417	9	9	200
6425	9	9	200
6436	191	9	200
6451	9	9	200
6482	3	3	200
6486	191	9	200
6682	2	2	200
6917	200	0	200
6985	182	16	200
7021	10	8	200
7028	20	14	200
7240	8	8	200
7435	134	46	200
7721	9	9	200
7922	18	16	200
8148	2	2	200
8157	66	46	200
8223	200	0	200
8337	200	0	200
8467	67	45	200
8483	134	46	200
8662	200	0	200
8936	9	9	200
8955	9	9	200
9006	3	1	200
9618	135	45	200
9624	3	3	200
9978	200	0	200
10057	200	0	200
10070	200	0	200
98	2	2	194
141	3	3	190
145	1	1	200
493	2	2	196
603	49	49	142
657	48	46	136
88	200	0	200
154	200	0	200
160	200	0	200
220	200	0	200
258	1	1	200
286	12	12	200
302	200	0	200
402	4	4	200
531	129	45	200
565	69	45	200
833	20	16	200
886	2	2	200
972	4	4	200
1054	188	12	200
1209	71	45	200
1217	12	12	200
1330	129	45	200
1480	3	3	200
1485	4	4	200
1488	69	45	200
1551	130	46	200
1646	69	43	200
1648	16	12	200
1764	1	1	200
52	4	4	190
124	98	98	200
250	21	21	132
458	89	89	186
480	93	91	194
579	1	1	190
801	91	87	186
942	100	100	200
953	3	3	190
975	103	97	200
21	6	6	200
45	33	29	200
84	34	30	200
123	33	29	200
233	4	4	200
405	198	2	200
447	198	2	200
466	160	34	200
519	35	29	200
526	2	2	200
712	200	0	200
738	164	32	200
907	198	2	200
915	33	29	200
998	2	2	200
1051	165	29	200
1153	38	30	200
1439	166	30	200
1452	60	38	200
1559	28	24	200
1769	165	29	200
1778	3	3	200
1950	12	10	200
1955	35	27	200
1957	162	30	200
2010	162	30	200
2036	38	30	200
2153	34	30	200
2162	200	0	200
2186	200	0	200
2308	200	0	200
2435	166	30	200
2448	166	30	200
2454	169	27	200
2473	34	30	200
2530	166	30	200
2632	59	39	200
2633	1	1	200
2639	142	38	200
2663	141	39	200
2730	5	5	200
2780	97	51	200
2783	99	49	200
3000	33	29	200
3317	176	18	200
3494	166	30	200
3615	200	0	200
3620	34	30	200
3627	36	28	200
3649	33	29	200
3665	166	30	200
3720	171	25	200
3780	200	0	200
3835	1	1	200
3985	6	6	200
4148	166	30	200
